CVE;CVSS;Severity;Vector;CWE;Bulletin;Affected Product;Affected Version;Fixed In
CVE-2022-42265;5.3;MEDIUM;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L;CWE-190;5520;NVIDIA RTX, Quadro, NVS;All driver versions prior to 474.82;474.82, 474.89, 538.33(vGPU 16.4), 474.82(vGPU 13.10), 551.61(February 2024 release), 535.161.05(vGPU 16.4), 470.239.01(vGPU 13.10), 550.54.10(February 2024 release), 470.239.06, 535.161.07(vGPU 16.4), 470.239.06(vGPU 13.10), 550.54.14(February 2024 release)
CVE-2022-42265;5.3;MEDIUM;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L;CWE-190;5520;Tesla;All driver versions prior to 470.239.06;474.82, 474.89, 538.33(vGPU 16.4), 474.82(vGPU 13.10), 551.61(February 2024 release), 535.161.05(vGPU 16.4), 470.239.01(vGPU 13.10), 550.54.10(February 2024 release), 470.239.06, 535.161.07(vGPU 16.4), 470.239.06(vGPU 13.10), 550.54.14(February 2024 release)
CVE-2022-42265;5.3;MEDIUM;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L;CWE-190;5520;Tesla;All driver versions prior to 474.82;474.82, 474.89, 538.33(vGPU 16.4), 474.82(vGPU 13.10), 551.61(February 2024 release), 535.161.05(vGPU 16.4), 470.239.01(vGPU 13.10), 550.54.10(February 2024 release), 470.239.06, 535.161.07(vGPU 16.4), 470.239.06(vGPU 13.10), 550.54.14(February 2024 release)
CVE-2022-42265;5.3;MEDIUM;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L;CWE-190;5520;Virtual GPU Manager;470.223.02(All versions up to and including vGPU 13.9);474.82, 474.89, 538.33(vGPU 16.4), 474.82(vGPU 13.10), 551.61(February 2024 release), 535.161.05(vGPU 16.4), 470.239.01(vGPU 13.10), 550.54.10(February 2024 release), 470.239.06, 535.161.07(vGPU 16.4), 470.239.06(vGPU 13.10), 550.54.14(February 2024 release)
CVE-2022-42265;5.3;MEDIUM;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L;CWE-190;5520;Virtual GPU Manager;535.154.02(All versions up to and including vGPU 16.3);474.82, 474.89, 538.33(vGPU 16.4), 474.82(vGPU 13.10), 551.61(February 2024 release), 535.161.05(vGPU 16.4), 470.239.01(vGPU 13.10), 550.54.10(February 2024 release), 470.239.06, 535.161.07(vGPU 16.4), 470.239.06(vGPU 13.10), 550.54.14(February 2024 release)
CVE-2022-42265;5.3;MEDIUM;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L;CWE-190;5520;Virtual GPU Manager;538.15(All versions up to and including vGPU 16.3);474.82, 474.89, 538.33(vGPU 16.4), 474.82(vGPU 13.10), 551.61(February 2024 release), 535.161.05(vGPU 16.4), 470.239.01(vGPU 13.10), 550.54.10(February 2024 release), 470.239.06, 535.161.07(vGPU 16.4), 470.239.06(vGPU 13.10), 550.54.14(February 2024 release)
CVE-2022-42265;5.3;MEDIUM;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L;CWE-190;5520;Virtual GPU Manager;545.37.02(All versions prior to and including the January 2024 release);474.82, 474.89, 538.33(vGPU 16.4), 474.82(vGPU 13.10), 551.61(February 2024 release), 535.161.05(vGPU 16.4), 470.239.01(vGPU 13.10), 550.54.10(February 2024 release), 470.239.06, 535.161.07(vGPU 16.4), 470.239.06(vGPU 13.10), 550.54.14(February 2024 release)
CVE-2022-42271;8.4;HIGH;CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H;CWE-120;5513;NVIDIA DGX Servers;All BMC firmware versions prior to 2.09.00;BMC Firmware 2.09.00
CVE-2022-42272;8.1;HIGH;CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H;CWE-120;5513;NVIDIA DGX Servers;All BMC firmware versions prior to 2.09.00;BMC Firmware 2.09.00
CVE-2022-42273;8.1;HIGH;CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N;CWE-120;5513;NVIDIA DGX Servers;All BMC firmware versions prior to 2.09.00;BMC Firmware 2.09.00
CVE-2022-42274;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H;CWE-120;5513;NVIDIA DGX Servers;All BMC firmware versions prior to 2.09.00;BMC Firmware 2.09.00
CVE-2022-42275;7.7;HIGH;CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H;CWE-120;5513;NVIDIA DGX Servers;All BMC firmware versions prior to 2.09.00;BMC Firmware 2.09.00
CVE-2022-42279;7.2;HIGH;CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H;CWE-78;5513;NVIDIA DGX Servers;All BMC firmware versions prior to 2.09.00;BMC Firmware 2.09.00
CVE-2022-42280;7.1;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N;CWE-22;5513;NVIDIA DGX Servers;All BMC firmware versions prior to 2.09.00;BMC Firmware 2.09.00
CVE-2022-42282;6.5;MEDIUM;CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N;CWE-22;5513;NVIDIA DGX Servers;All BMC firmware versions prior to 2.09.00;BMC Firmware 2.09.00
CVE-2022-42283;6.4;MEDIUM;CVSS:3.1/AV:L/AC:H/PR:H/UI:N/S:U/C:H/I:H/A:H;CWE-120;5513;NVIDIA DGX Servers;All BMC firmware versions prior to 2.09.00;BMC Firmware 2.09.00
CVE-2022-42284;6.2;MEDIUM;CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N;CWE-312;5513;NVIDIA DGX Servers;All BMC firmware versions prior to 2.09.00;BMC Firmware 2.09.00
CVE-2022-42287;6;MEDIUM;CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:N;CWE-22;5513;NVIDIA DGX Servers;All BMC firmware versions prior to 2.09.00;BMC Firmware 2.09.00
CVE-2022-42288;5.3;MEDIUM;CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N;CWE-208;5513;NVIDIA DGX Servers;All BMC firmware versions prior to 2.09.00;BMC Firmware 2.09.00
CVE-2022-42289;7.2;HIGH;CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H;CWE-78;5513;NVIDIA DGX Servers;All BMC firmware versions prior to 2.09.00;BMC Firmware 2.09.00
CVE-2022-42290;7.2;HIGH;CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H;CWE-78;5513;NVIDIA DGX Servers;All BMC firmware versions prior to 2.09.00;BMC Firmware 2.09.00
CVE-2023-25521;7.5;HIGH;CVSS:3.1/AV:L/AC:H/PR:H/UI:N/S:C/C:H/I:H/A:H;CWE-250;5513;NVIDIA DGX Servers;All SBIOS firmware versions prior to 10.20;SBIOS Firmware 10.20
CVE-2023-25529;8;HIGH;CVSS:3.1/AV:A/AC:H/PR:N/UI:N/S:C/C:H/I:H/A:N;CWE-208;5510;DGX A100;All BMC versions prior to 00.22.05;00.22.05
CVE-2023-25530;8;HIGH;CVSS:3.1/AV:A/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H;CWE-20;5510;DGX A100;All BMC versions prior to 00.22.05;00.22.05
CVE-2023-31024;9;CRITICAL;CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:H/I:H/A:H;CWE-121;5510;DGX A100;All BMC versions prior to 00.22.05;00.22.05
CVE-2023-31025;6.5;MEDIUM;CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N;CWE-90;5510;DGX A100;All BMC versions prior to 00.22.05;00.22.05
CVE-2023-31028;2.8;LOW;CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:N/I:N/A:L;CWE-20;5517;nvJPEG2000 Library;All versions prior to nvJPEG2000 v0.7.x;nvJPEG2000 v0.7.x
CVE-2023-31029;10;CRITICAL;CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H;CWE-121;5510;DGX A100;All BMC versions prior to 00.22.05;00.22.05
CVE-2023-31030;9.3;CRITICAL;CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H;CWE-121;5510;DGX A100;All BMC versions prior to 00.22.05;00.22.05
CVE-2023-31031;4.2;MEDIUM;CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:L/I:L/A:L;CWE-122;5510;DGX A100;All SBIOS versions prior to 1.25;1.25
CVE-2023-31031;4.2;MEDIUM;CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:L/I:L/A:L;CWE-122;5513;NVIDIA DGX Servers;All SBIOS firmware versions prior to 10.20;SBIOS Firmware 10.20
CVE-2023-31032;7.5;HIGH;CVSS:3.1/AV:L/AC:H/PR:H/UI:N/S:C/C:H/I:H/A:H;CWE-627;5510;DGX A100;All SBIOS versions prior to 1.25;1.25
CVE-2023-31032;7.5;HIGH;CVSS:3.1/AV:L/AC:H/PR:H/UI:N/S:C/C:H/I:H/A:H;CWE-627;5513;NVIDIA DGX Servers;All SBIOS firmware versions prior to 10.20;SBIOS Firmware 10.20
CVE-2023-31033;6.8;MEDIUM;CVSS:3.1/AV:A/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H;CWE-306;5510;DGX A100;All BMC versions prior to 00.22.05;00.22.05
CVE-2023-31034;6.6;MEDIUM;CVSS:3.1/AV:L/AC:H/PR:L/UI:R/S:C/C:L/I:L/A:H;CWE-190;5510;DGX A100;All SBIOS versions prior to 1.25;1.25
CVE-2023-31034;6.6;MEDIUM;CVSS:3.1/AV:L/AC:H/PR:L/UI:R/S:C/C:L/I:L/A:H;CWE-190;5513;NVIDIA DGX Servers;All SBIOS firmware versions prior to 10.20;SBIOS Firmware 10.20
CVE-2023-31035;7.5;HIGH;CVSS:3.1/AV:L/AC:H/PR:H/UI:N/S:C/C:H/I:H/A:H;CWE-20;5510;DGX A100;All SBIOS versions prior to 1.25;1.25
CVE-2023-31037;7.2;HIGH;CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H;CWE-94;5511;Bluefield 2 DPU BMC, BlueField 3 DPU BMC;LTS:2.8.2-46, 23.04, 23.07, 23.09;LTS: 2.8.2-51, 23.10
CVE-2024-0071;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H;CWE-125;5520;GeForce;All driver versions prior to 474.82 for support of GeForce Kepler desktop;551.61, 474.82, 474.89, 538.33, 538.33(vGPU 16.4), 474.82(vGPU 13.10), 551.61(February 2024 release)
CVE-2024-0071;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H;CWE-125;5520;GeForce;All driver versions prior to 474.89;551.61, 474.82, 474.89, 538.33, 538.33(vGPU 16.4), 474.82(vGPU 13.10), 551.61(February 2024 release)
CVE-2024-0071;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H;CWE-125;5520;GeForce;All driver versions prior to 551.61;551.61, 474.82, 474.89, 538.33, 538.33(vGPU 16.4), 474.82(vGPU 13.10), 551.61(February 2024 release)
CVE-2024-0071;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H;CWE-125;5520;Guest driver;474.64(All versions up to and including vGPU 13.9);551.61, 474.82, 474.89, 538.33, 538.33(vGPU 16.4), 474.82(vGPU 13.10), 551.61(February 2024 release)
CVE-2024-0071;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H;CWE-125;5520;Guest driver;538.15(All versions up to and including vGPU 16.3);551.61, 474.82, 474.89, 538.33, 538.33(vGPU 16.4), 474.82(vGPU 13.10), 551.61(February 2024 release)
CVE-2024-0071;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H;CWE-125;5520;Guest driver;546.65(All versions up to and including the January 2024 release);551.61, 474.82, 474.89, 538.33, 538.33(vGPU 16.4), 474.82(vGPU 13.10), 551.61(February 2024 release)
CVE-2024-0071;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H;CWE-125;5520;NVIDIA RTX, Quadro, NVS;All driver versions prior to 474.82;551.61, 474.82, 474.89, 538.33, 538.33(vGPU 16.4), 474.82(vGPU 13.10), 551.61(February 2024 release)
CVE-2024-0071;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H;CWE-125;5520;NVIDIA RTX, Quadro, NVS;All driver versions prior to 538.33;551.61, 474.82, 474.89, 538.33, 538.33(vGPU 16.4), 474.82(vGPU 13.10), 551.61(February 2024 release)
CVE-2024-0071;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H;CWE-125;5520;NVIDIA RTX, Quadro, NVS;All driver versions prior to 551.61;551.61, 474.82, 474.89, 538.33, 538.33(vGPU 16.4), 474.82(vGPU 13.10), 551.61(February 2024 release)
CVE-2024-0071;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H;CWE-125;5520;Studio;All driver versions prior to 551.61;551.61, 474.82, 474.89, 538.33, 538.33(vGPU 16.4), 474.82(vGPU 13.10), 551.61(February 2024 release)
CVE-2024-0071;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H;CWE-125;5520;Tesla;All driver versions prior to 474.82;551.61, 474.82, 474.89, 538.33, 538.33(vGPU 16.4), 474.82(vGPU 13.10), 551.61(February 2024 release)
CVE-2024-0071;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H;CWE-125;5520;Tesla;All driver versions prior to 538.33;551.61, 474.82, 474.89, 538.33, 538.33(vGPU 16.4), 474.82(vGPU 13.10), 551.61(February 2024 release)
CVE-2024-0071;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H;CWE-125;5520;Tesla;All driver versions prior to 551.61;551.61, 474.82, 474.89, 538.33, 538.33(vGPU 16.4), 474.82(vGPU 13.10), 551.61(February 2024 release)
CVE-2024-0072;3.3;LOW;CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:L;CWE-476;5517;NVIDIA CUDA Toolkit;All versions prior to CUDA Toolkit v12.4;CUDA Toolkit v12.4U1
CVE-2024-0073;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H;CWE-250;5520;GeForce;All driver versions prior to 474.82 for support of GeForce Kepler desktop;551.61, 474.82, 474.89, 538.33, 538.33(vGPU 16.4), 474.82(vGPU 13.10), 551.61(February 2024 release)
CVE-2024-0073;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H;CWE-250;5520;GeForce;All driver versions prior to 474.89;551.61, 474.82, 474.89, 538.33, 538.33(vGPU 16.4), 474.82(vGPU 13.10), 551.61(February 2024 release)
CVE-2024-0073;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H;CWE-250;5520;GeForce;All driver versions prior to 551.61;551.61, 474.82, 474.89, 538.33, 538.33(vGPU 16.4), 474.82(vGPU 13.10), 551.61(February 2024 release)
CVE-2024-0073;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H;CWE-250;5520;Guest driver;474.64(All versions up to and including vGPU 13.9);551.61, 474.82, 474.89, 538.33, 538.33(vGPU 16.4), 474.82(vGPU 13.10), 551.61(February 2024 release)
CVE-2024-0073;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H;CWE-250;5520;Guest driver;538.15(All versions up to and including vGPU 16.3);551.61, 474.82, 474.89, 538.33, 538.33(vGPU 16.4), 474.82(vGPU 13.10), 551.61(February 2024 release)
CVE-2024-0073;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H;CWE-250;5520;Guest driver;546.65(All versions up to and including the January 2024 release);551.61, 474.82, 474.89, 538.33, 538.33(vGPU 16.4), 474.82(vGPU 13.10), 551.61(February 2024 release)
CVE-2024-0073;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H;CWE-250;5520;NVIDIA RTX, Quadro, NVS;All driver versions prior to 474.82;551.61, 474.82, 474.89, 538.33, 538.33(vGPU 16.4), 474.82(vGPU 13.10), 551.61(February 2024 release)
CVE-2024-0073;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H;CWE-250;5520;NVIDIA RTX, Quadro, NVS;All driver versions prior to 538.33;551.61, 474.82, 474.89, 538.33, 538.33(vGPU 16.4), 474.82(vGPU 13.10), 551.61(February 2024 release)
CVE-2024-0073;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H;CWE-250;5520;NVIDIA RTX, Quadro, NVS;All driver versions prior to 551.61;551.61, 474.82, 474.89, 538.33, 538.33(vGPU 16.4), 474.82(vGPU 13.10), 551.61(February 2024 release)
CVE-2024-0073;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H;CWE-250;5520;Studio;All driver versions prior to 551.61;551.61, 474.82, 474.89, 538.33, 538.33(vGPU 16.4), 474.82(vGPU 13.10), 551.61(February 2024 release)
CVE-2024-0073;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H;CWE-250;5520;Tesla;All driver versions prior to 474.82;551.61, 474.82, 474.89, 538.33, 538.33(vGPU 16.4), 474.82(vGPU 13.10), 551.61(February 2024 release)
CVE-2024-0073;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H;CWE-250;5520;Tesla;All driver versions prior to 538.33;551.61, 474.82, 474.89, 538.33, 538.33(vGPU 16.4), 474.82(vGPU 13.10), 551.61(February 2024 release)
CVE-2024-0073;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H;CWE-250;5520;Tesla;All driver versions prior to 551.61;551.61, 474.82, 474.89, 538.33, 538.33(vGPU 16.4), 474.82(vGPU 13.10), 551.61(February 2024 release)
CVE-2024-0073;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H;CWE-250;5520;Virtual GPU Manager;538.15(All versions up to and including vGPU 16.3);551.61, 474.82, 474.89, 538.33, 538.33(vGPU 16.4), 474.82(vGPU 13.10), 551.61(February 2024 release)
CVE-2024-0074;7.1;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H;CWE-788;5520;GeForce;All driver versions prior to 470.239.06;538.33(vGPU 16.4), 474.82(vGPU 13.10), 551.61(February 2024 release), 535.161.05(vGPU 16.4), 470.239.01(vGPU 13.10), 550.54.10(February 2024 release), 550.54.14, 535.161.07, 470.239.06, 535.161.07(vGPU 16.4), 470.239.06(vGPU 13.10), 550.54.14(February 2024 release)
CVE-2024-0074;7.1;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H;CWE-788;5520;GeForce;All driver versions prior to 535.161.07;538.33(vGPU 16.4), 474.82(vGPU 13.10), 551.61(February 2024 release), 535.161.05(vGPU 16.4), 470.239.01(vGPU 13.10), 550.54.10(February 2024 release), 550.54.14, 535.161.07, 470.239.06, 535.161.07(vGPU 16.4), 470.239.06(vGPU 13.10), 550.54.14(February 2024 release)
CVE-2024-0074;7.1;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H;CWE-788;5520;GeForce;All driver versions prior to 550.54.14;538.33(vGPU 16.4), 474.82(vGPU 13.10), 551.61(February 2024 release), 535.161.05(vGPU 16.4), 470.239.01(vGPU 13.10), 550.54.10(February 2024 release), 550.54.14, 535.161.07, 470.239.06, 535.161.07(vGPU 16.4), 470.239.06(vGPU 13.10), 550.54.14(February 2024 release)
CVE-2024-0074;7.1;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H;CWE-788;5520;Guest driver;470.223.02(All versions up to and including vGPU 13.9);538.33(vGPU 16.4), 474.82(vGPU 13.10), 551.61(February 2024 release), 535.161.05(vGPU 16.4), 470.239.01(vGPU 13.10), 550.54.10(February 2024 release), 550.54.14, 535.161.07, 470.239.06, 535.161.07(vGPU 16.4), 470.239.06(vGPU 13.10), 550.54.14(February 2024 release)
CVE-2024-0074;7.1;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H;CWE-788;5520;Guest driver;474.64(All versions up to and including vGPU 13.9);538.33(vGPU 16.4), 474.82(vGPU 13.10), 551.61(February 2024 release), 535.161.05(vGPU 16.4), 470.239.01(vGPU 13.10), 550.54.10(February 2024 release), 550.54.14, 535.161.07, 470.239.06, 535.161.07(vGPU 16.4), 470.239.06(vGPU 13.10), 550.54.14(February 2024 release)
CVE-2024-0074;7.1;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H;CWE-788;5520;Guest driver;535.154.05(All versions up to and including vGPU 16.3);538.33(vGPU 16.4), 474.82(vGPU 13.10), 551.61(February 2024 release), 535.161.05(vGPU 16.4), 470.239.01(vGPU 13.10), 550.54.10(February 2024 release), 550.54.14, 535.161.07, 470.239.06, 535.161.07(vGPU 16.4), 470.239.06(vGPU 13.10), 550.54.14(February 2024 release)
