CVE;CVSS;Severity;Vector;CWE;Bulletin;Affected Product;Affected Version;Fixed In
CVE-2024-0131;4.4;MEDIUM;CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H;CWE-805;5614;NVIDIA RTX, Quadro, NVS;All driver versions prior to 550.144.03;550.144.02(vGPU 17.5), 535.230.02(vGPU 16.9), 553.56(vGPU 17.5), 572.16, 553.62, 539.19, 572.13, 570.86.16, 550.144.03, 535.230.02, 570.86.15, 550.144.03(vGPU 17.5), 553.62(vGPU 17.5), 539.19(vGPU 16.9)
CVE-2024-0131;4.4;MEDIUM;CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H;CWE-805;5614;NVIDIA RTX, Quadro, NVS;All driver versions prior to 553.62;550.144.02(vGPU 17.5), 535.230.02(vGPU 16.9), 553.56(vGPU 17.5), 572.16, 553.62, 539.19, 572.13, 570.86.16, 550.144.03, 535.230.02, 570.86.15, 550.144.03(vGPU 17.5), 553.62(vGPU 17.5), 539.19(vGPU 16.9)
CVE-2024-0131;4.4;MEDIUM;CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H;CWE-805;5614;NVIDIA RTX, Quadro, NVS;All driver versions prior to 570.86.16;550.144.02(vGPU 17.5), 535.230.02(vGPU 16.9), 553.56(vGPU 17.5), 572.16, 553.62, 539.19, 572.13, 570.86.16, 550.144.03, 535.230.02, 570.86.15, 550.144.03(vGPU 17.5), 553.62(vGPU 17.5), 539.19(vGPU 16.9)
CVE-2024-0131;4.4;MEDIUM;CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H;CWE-805;5614;NVIDIA RTX, Quadro, NVS;All driver versions prior to 572.16;550.144.02(vGPU 17.5), 535.230.02(vGPU 16.9), 553.56(vGPU 17.5), 572.16, 553.62, 539.19, 572.13, 570.86.16, 550.144.03, 535.230.02, 570.86.15, 550.144.03(vGPU 17.5), 553.62(vGPU 17.5), 539.19(vGPU 16.9)
CVE-2024-0131;4.4;MEDIUM;CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H;CWE-805;5614;Tesla;All driver versions prior to 535.230.02;550.144.02(vGPU 17.5), 535.230.02(vGPU 16.9), 553.56(vGPU 17.5), 572.16, 553.62, 539.19, 572.13, 570.86.16, 550.144.03, 535.230.02, 570.86.15, 550.144.03(vGPU 17.5), 553.62(vGPU 17.5), 539.19(vGPU 16.9)
CVE-2024-0131;4.4;MEDIUM;CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H;CWE-805;5614;Tesla;All driver versions prior to 539.19;550.144.02(vGPU 17.5), 535.230.02(vGPU 16.9), 553.56(vGPU 17.5), 572.16, 553.62, 539.19, 572.13, 570.86.16, 550.144.03, 535.230.02, 570.86.15, 550.144.03(vGPU 17.5), 553.62(vGPU 17.5), 539.19(vGPU 16.9)
CVE-2024-0131;4.4;MEDIUM;CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H;CWE-805;5614;Tesla;All driver versions prior to 550.144.03;550.144.02(vGPU 17.5), 535.230.02(vGPU 16.9), 553.56(vGPU 17.5), 572.16, 553.62, 539.19, 572.13, 570.86.16, 550.144.03, 535.230.02, 570.86.15, 550.144.03(vGPU 17.5), 553.62(vGPU 17.5), 539.19(vGPU 16.9)
CVE-2024-0131;4.4;MEDIUM;CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H;CWE-805;5614;Tesla;All driver versions prior to 553.62;550.144.02(vGPU 17.5), 535.230.02(vGPU 16.9), 553.56(vGPU 17.5), 572.16, 553.62, 539.19, 572.13, 570.86.16, 550.144.03, 535.230.02, 570.86.15, 550.144.03(vGPU 17.5), 553.62(vGPU 17.5), 539.19(vGPU 16.9)
CVE-2024-0131;4.4;MEDIUM;CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H;CWE-805;5614;Tesla;All driver versions prior to 570.86.15;550.144.02(vGPU 17.5), 535.230.02(vGPU 16.9), 553.56(vGPU 17.5), 572.16, 553.62, 539.19, 572.13, 570.86.16, 550.144.03, 535.230.02, 570.86.15, 550.144.03(vGPU 17.5), 553.62(vGPU 17.5), 539.19(vGPU 16.9)
CVE-2024-0131;4.4;MEDIUM;CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H;CWE-805;5614;Tesla;All driver versions prior to 572.13;550.144.02(vGPU 17.5), 535.230.02(vGPU 16.9), 553.56(vGPU 17.5), 572.16, 553.62, 539.19, 572.13, 570.86.16, 550.144.03, 535.230.02, 570.86.15, 550.144.03(vGPU 17.5), 553.62(vGPU 17.5), 539.19(vGPU 16.9)
CVE-2024-0131;4.4;MEDIUM;CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H;CWE-805;5614;Virtual GPU Manager;535.216.01(All versions up to and including vGPU 16.8);550.144.02(vGPU 17.5), 535.230.02(vGPU 16.9), 553.56(vGPU 17.5), 572.16, 553.62, 539.19, 572.13, 570.86.16, 550.144.03, 535.230.02, 570.86.15, 550.144.03(vGPU 17.5), 553.62(vGPU 17.5), 539.19(vGPU 16.9)
CVE-2024-0131;4.4;MEDIUM;CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H;CWE-805;5614;Virtual GPU Manager;535.216.01(All versions up to and including vGPU 16.8);550.144.02(vGPU 17.5), 535.230.02(vGPU 16.9), 553.56(vGPU 17.5), 572.16, 553.62, 539.19, 572.13, 570.86.16, 550.144.03, 535.230.02, 570.86.15, 550.144.03(vGPU 17.5), 553.62(vGPU 17.5), 539.19(vGPU 16.9)
CVE-2024-0131;4.4;MEDIUM;CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H;CWE-805;5614;Virtual GPU Manager;535.216.01(All versions up to and including vGPU 16.8);550.144.02(vGPU 17.5), 535.230.02(vGPU 16.9), 553.56(vGPU 17.5), 572.16, 553.62, 539.19, 572.13, 570.86.16, 550.144.03, 535.230.02, 570.86.15, 550.144.03(vGPU 17.5), 553.62(vGPU 17.5), 539.19(vGPU 16.9)
CVE-2024-0131;4.4;MEDIUM;CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H;CWE-805;5614;Virtual GPU Manager;535.216.01(All versions up to and including vGPU 16.8);550.144.02(vGPU 17.5), 535.230.02(vGPU 16.9), 553.56(vGPU 17.5), 572.16, 553.62, 539.19, 572.13, 570.86.16, 550.144.03, 535.230.02, 570.86.15, 550.144.03(vGPU 17.5), 553.62(vGPU 17.5), 539.19(vGPU 16.9)
CVE-2024-0131;4.4;MEDIUM;CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H;CWE-805;5614;Virtual GPU Manager;550.127.06(All versions up to and including vGPU 17.4);550.144.02(vGPU 17.5), 535.230.02(vGPU 16.9), 553.56(vGPU 17.5), 572.16, 553.62, 539.19, 572.13, 570.86.16, 550.144.03, 535.230.02, 570.86.15, 550.144.03(vGPU 17.5), 553.62(vGPU 17.5), 539.19(vGPU 16.9)
CVE-2024-0131;4.4;MEDIUM;CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H;CWE-805;5614;Virtual GPU Manager;550.127.06(All versions up to and including vGPU 17.4);550.144.02(vGPU 17.5), 535.230.02(vGPU 16.9), 553.56(vGPU 17.5), 572.16, 553.62, 539.19, 572.13, 570.86.16, 550.144.03, 535.230.02, 570.86.15, 550.144.03(vGPU 17.5), 553.62(vGPU 17.5), 539.19(vGPU 16.9)
CVE-2024-0131;4.4;MEDIUM;CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H;CWE-805;5614;Virtual GPU Manager;550.127.06(All versions up to and including vGPU 17.4);550.144.02(vGPU 17.5), 535.230.02(vGPU 16.9), 553.56(vGPU 17.5), 572.16, 553.62, 539.19, 572.13, 570.86.16, 550.144.03, 535.230.02, 570.86.15, 550.144.03(vGPU 17.5), 553.62(vGPU 17.5), 539.19(vGPU 16.9)
CVE-2024-0131;4.4;MEDIUM;CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H;CWE-805;5614;Virtual GPU Manager;550.127.06(All versions up to and including vGPU 17.4);550.144.02(vGPU 17.5), 535.230.02(vGPU 16.9), 553.56(vGPU 17.5), 572.16, 553.62, 539.19, 572.13, 570.86.16, 550.144.03, 535.230.02, 570.86.15, 550.144.03(vGPU 17.5), 553.62(vGPU 17.5), 539.19(vGPU 16.9)
CVE-2024-0131;4.4;MEDIUM;CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H;CWE-805;5614;Virtual GPU Manager;553.20(All versions up to and including vGPU 17.4);550.144.02(vGPU 17.5), 535.230.02(vGPU 16.9), 553.56(vGPU 17.5), 572.16, 553.62, 539.19, 572.13, 570.86.16, 550.144.03, 535.230.02, 570.86.15, 550.144.03(vGPU 17.5), 553.62(vGPU 17.5), 539.19(vGPU 16.9)
CVE-2024-0135;7.6;HIGH;CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:C/C:H/I:H/A:H;CWE-653;5599;NVIDIA Container Toolkit;All versions up to and including 1.17.0;1.17.1, 24.9.1
CVE-2024-0135;7.6;HIGH;CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:C/C:H/I:H/A:H;CWE-653;5599;NVIDIA GPU Operator;All versions up to and including 24.9.0;1.17.1, 24.9.1
CVE-2024-0136;7.6;HIGH;CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:C/C:H/I:H/A:H;CWE-653;5599;NVIDIA Container Toolkit;All versions up to and including 1.17.0;1.17.1, 24.9.1
CVE-2024-0136;7.6;HIGH;CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:C/C:H/I:H/A:H;CWE-653;5599;NVIDIA GPU Operator;All versions up to and including 24.9.0;1.17.1, 24.9.1
CVE-2024-0137;5.5;MEDIUM;CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:C/C:L/I:L/A:L;CWE-653;5599;NVIDIA Container Toolkit;All versions up to and including 1.17.0;1.17.1, 24.9.1
CVE-2024-0137;5.5;MEDIUM;CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:C/C:L/I:L/A:L;CWE-653;5599;NVIDIA GPU Operator;All versions up to and including 24.9.0;1.17.1, 24.9.1
CVE-2024-0140;6.8;MEDIUM;CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:L/I:H/A:H;CWE-502;5597;RAPIDS cuDF and cuML;All versions prior to 24.12.00;24.12.00
CVE-2024-0141;6.8;MEDIUM;CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:N/I:N/A:H;CWE-782;5561;Hopper HGX 8-GPU;HGX-22.10-1-rc57 (1.3.0/1.3.1);1.6.0 and later
CVE-2024-0141;6.8;MEDIUM;CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:N/I:N/A:H;CWE-782;5561;Hopper HGX 8-GPU;HGX-22.10-1-rc59 (1.3.2);1.6.0 and later
CVE-2024-0141;6.8;MEDIUM;CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:N/I:N/A:H;CWE-782;5561;Hopper HGX 8-GPU;HGX-22.10-1-rc63 (1.4.0);1.6.0 and later
CVE-2024-0141;6.8;MEDIUM;CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:N/I:N/A:H;CWE-782;5561;Hopper HGX 8-GPU;HGX-22.10-1-rc67 (1.5.0);1.6.0 and later
CVE-2024-0142;6.8;MEDIUM;CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:N/I:H/A:H;CWE-787;5596;nvJPEG2000;0.8.0;0.8.1
CVE-2024-0142;6.8;MEDIUM;CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:N/I:H/A:H;CWE-787;5596;nvJPEG2000;0.8.0;0.8.1
CVE-2024-0142;6.8;MEDIUM;CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:N/I:H/A:H;CWE-787;5596;nvJPEG2000;0.8.0;0.8.1
CVE-2024-0142;6.8;MEDIUM;CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:N/I:H/A:H;CWE-787;5596;nvJPEG2000;0.8.0;0.8.1
CVE-2024-0143;6.8;MEDIUM;CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:N/I:H/A:H;CWE-787;5596;nvJPEG2000;0.8.0;0.8.1
CVE-2024-0143;6.8;MEDIUM;CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:N/I:H/A:H;CWE-787;5596;nvJPEG2000;0.8.0;0.8.1
CVE-2024-0143;6.8;MEDIUM;CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:N/I:H/A:H;CWE-787;5596;nvJPEG2000;0.8.0;0.8.1
CVE-2024-0143;6.8;MEDIUM;CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:N/I:H/A:H;CWE-787;5596;nvJPEG2000;0.8.0;0.8.1
CVE-2024-0144;6.8;MEDIUM;CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:N/I:H/A:H;CWE-120;5596;nvJPEG2000;0.8.0;0.8.1
CVE-2024-0144;6.8;MEDIUM;CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:N/I:H/A:H;CWE-120;5596;nvJPEG2000;0.8.0;0.8.1
CVE-2024-0144;6.8;MEDIUM;CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:N/I:H/A:H;CWE-120;5596;nvJPEG2000;0.8.0;0.8.1
CVE-2024-0144;6.8;MEDIUM;CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:N/I:H/A:H;CWE-120;5596;nvJPEG2000;0.8.0;0.8.1
CVE-2024-0145;6.8;MEDIUM;CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:N/I:H/A:H;CWE-122;5596;nvJPEG2000;0.8.0;0.8.1
CVE-2024-0145;6.8;MEDIUM;CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:N/I:H/A:H;CWE-122;5596;nvJPEG2000;0.8.0;0.8.1
CVE-2024-0145;6.8;MEDIUM;CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:N/I:H/A:H;CWE-122;5596;nvJPEG2000;0.8.0;0.8.1
CVE-2024-0145;6.8;MEDIUM;CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:N/I:H/A:H;CWE-122;5596;nvJPEG2000;0.8.0;0.8.1
CVE-2024-0146;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H;CWE-120;5614;Virtual GPU Manager;535.216.01(All versions up to and including vGPU 16.8);550.144.02(vGPU 17.5), 535.230.02(vGPU 16.9), 553.56(vGPU 17.5)
CVE-2024-0146;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H;CWE-120;5614;Virtual GPU Manager;535.216.01(All versions up to and including vGPU 16.8);550.144.02(vGPU 17.5), 535.230.02(vGPU 16.9), 553.56(vGPU 17.5)
CVE-2024-0146;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H;CWE-120;5614;Virtual GPU Manager;535.216.01(All versions up to and including vGPU 16.8);550.144.02(vGPU 17.5), 535.230.02(vGPU 16.9), 553.56(vGPU 17.5)
CVE-2024-0146;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H;CWE-120;5614;Virtual GPU Manager;535.216.01(All versions up to and including vGPU 16.8);550.144.02(vGPU 17.5), 535.230.02(vGPU 16.9), 553.56(vGPU 17.5)
CVE-2024-0146;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H;CWE-120;5614;Virtual GPU Manager;550.127.06(All versions up to and including vGPU 17.4);550.144.02(vGPU 17.5), 535.230.02(vGPU 16.9), 553.56(vGPU 17.5)
CVE-2024-0146;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H;CWE-120;5614;Virtual GPU Manager;550.127.06(All versions up to and including vGPU 17.4);550.144.02(vGPU 17.5), 535.230.02(vGPU 16.9), 553.56(vGPU 17.5)
CVE-2024-0146;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H;CWE-120;5614;Virtual GPU Manager;550.127.06(All versions up to and including vGPU 17.4);550.144.02(vGPU 17.5), 535.230.02(vGPU 16.9), 553.56(vGPU 17.5)
CVE-2024-0146;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H;CWE-120;5614;Virtual GPU Manager;550.127.06(All versions up to and including vGPU 17.4);550.144.02(vGPU 17.5), 535.230.02(vGPU 16.9), 553.56(vGPU 17.5)
CVE-2024-0146;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H;CWE-120;5614;Virtual GPU Manager;553.20(All versions up to and including vGPU 17.4);550.144.02(vGPU 17.5), 535.230.02(vGPU 16.9), 553.56(vGPU 17.5)
CVE-2024-0147;5.5;MEDIUM;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H;CWE-416;5614;GeForce;All driver versions prior to 535.230.02;550.144.02(vGPU 17.5), 535.230.02(vGPU 16.9), 553.56(vGPU 17.5), 572.16, 553.62, 539.19, 572.13, 570.86.16, 550.144.03, 535.230.02, 570.86.15
CVE-2024-0147;5.5;MEDIUM;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H;CWE-416;5614;GeForce;All driver versions prior to 550.144.03;550.144.02(vGPU 17.5), 535.230.02(vGPU 16.9), 553.56(vGPU 17.5), 572.16, 553.62, 539.19, 572.13, 570.86.16, 550.144.03, 535.230.02, 570.86.15
CVE-2024-0147;5.5;MEDIUM;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H;CWE-416;5614;GeForce;All driver versions prior to 570.86.16;550.144.02(vGPU 17.5), 535.230.02(vGPU 16.9), 553.56(vGPU 17.5), 572.16, 553.62, 539.19, 572.13, 570.86.16, 550.144.03, 535.230.02, 570.86.15
CVE-2024-0147;5.5;MEDIUM;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H;CWE-416;5614;GeForce;All driver versions prior to 572.16;550.144.02(vGPU 17.5), 535.230.02(vGPU 16.9), 553.56(vGPU 17.5), 572.16, 553.62, 539.19, 572.13, 570.86.16, 550.144.03, 535.230.02, 570.86.15
CVE-2024-0147;5.5;MEDIUM;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H;CWE-416;5614;NVIDIA RTX, Quadro, NVS;All driver versions prior to 535.230.02;550.144.02(vGPU 17.5), 535.230.02(vGPU 16.9), 553.56(vGPU 17.5), 572.16, 553.62, 539.19, 572.13, 570.86.16, 550.144.03, 535.230.02, 570.86.15
CVE-2024-0147;5.5;MEDIUM;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H;CWE-416;5614;NVIDIA RTX, Quadro, NVS;All driver versions prior to 539.19;550.144.02(vGPU 17.5), 535.230.02(vGPU 16.9), 553.56(vGPU 17.5), 572.16, 553.62, 539.19, 572.13, 570.86.16, 550.144.03, 535.230.02, 570.86.15
CVE-2024-0147;5.5;MEDIUM;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H;CWE-416;5614;NVIDIA RTX, Quadro, NVS;All driver versions prior to 550.144.03;550.144.02(vGPU 17.5), 535.230.02(vGPU 16.9), 553.56(vGPU 17.5), 572.16, 553.62, 539.19, 572.13, 570.86.16, 550.144.03, 535.230.02, 570.86.15
CVE-2024-0147;5.5;MEDIUM;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H;CWE-416;5614;NVIDIA RTX, Quadro, NVS;All driver versions prior to 553.62;550.144.02(vGPU 17.5), 535.230.02(vGPU 16.9), 553.56(vGPU 17.5), 572.16, 553.62, 539.19, 572.13, 570.86.16, 550.144.03, 535.230.02, 570.86.15
CVE-2024-0147;5.5;MEDIUM;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H;CWE-416;5614;NVIDIA RTX, Quadro, NVS;All driver versions prior to 570.86.16;550.144.02(vGPU 17.5), 535.230.02(vGPU 16.9), 553.56(vGPU 17.5), 572.16, 553.62, 539.19, 572.13, 570.86.16, 550.144.03, 535.230.02, 570.86.15
